Suburb,Address,Rooms,Type,SalePrice,Method,SellerG,Date,Distance,Postcode,Bedroom2,Bathroom,Car,Landsize,BuildingArea,YearBuilt,CouncilArea,Lattitude,Longtitude,Regionname,Propertycount,HouseAge,Price_per_SqM,TotalRooms
Ashburton,Address 313,3.0,t,2371874.0,VB,Nelson,1/01/2016,12.14004463805559,3058.0,4.0,2.0,3.0,112.26816575298189,336.7905582092691,1922.0,Port Phillip City Council,-37.87353934569222,144.65401127193508,Western Metropolitan,1420.0,104.0,7042.578665540279,5.0
Albert Park,Address 314,3.0,h,2479315.0,PI,Jellis,1/01/2016,18.811539647057177,3026.0,1.0,1.0,0.0,526.442968416223,287.65652268504164,1922.0,Yarra City Council,-37.511606305871865,144.55946817006765,Western Metropolitan,1042.0,104.0,8619.011927341659,4.0
Albert Park,Address 315,3.0,t,1956219.0,SP,Jellis,1/01/2016,19.00480763061888,3039.0,3.0,1.0,1.0,810.960974010728,224.5340833187379,1989.0,Moonee Valley City Council,-37.75910730778923,144.91317225253724,Northern Metropolitan,6533.0,37.0,8712.347680521378,4.0
Ashburton,Address 316,3.0,u,1411516.0,S,Biggin,1/01/2016,9.170279110305136,3052.0,2.0,1.0,2.0,423.7688050789477,218.79267163118675,1968.0,Port Phillip City Council,-37.81057310670281,145.3931465813358,Western Metropolitan,8624.0,58.0,6451.386097516815,4.0
Airport West,Address 317,1.0,t,2911104.0,SP,Biggin,1/01/2016,6.730639321423783,3063.0,1.0,2.0,1.0,437.3266420615335,175.09138533523628,1957.0,Port Phillip City Council,-37.82678215324396,144.8811025891229,Southern Metropolitan,4856.0,69.0,16626.197767675978,3.0
Armadale,Address 318,1.0,u,1988779.0,VB,Biggin,1/01/2016,10.995778883549928,3155.0,4.0,2.0,3.0,813.5345510068879,160.0615781870673,1955.0,Yarra City Council,-37.511080441953865,145.39111105095853,Western Metropolitan,2396.0,71.0,12425.086785509964,3.0
Airport West,Address 319,5.0,t,2911788.0,S,Nelson,1/01/2016,15.64561278240508,3048.0,4.0,1.0,0.0,377.7671325514573,112.28798808028044,1921.0,Yarra City Council,-37.566392478283305,144.88354475456515,Southern Metropolitan,1824.0,105.0,25931.429084990046,6.0
Abbotsford,Address 320,4.0,u,2105902.0,S,Jellis,1/01/2016,13.414636960459514,3090.0,3.0,3.0,1.0,249.01012257659804,153.0874799845672,1942.0,Port Phillip City Council,-37.91861713986055,145.1647308627268,Western Metropolitan,9215.0,84.0,13756.200051188356,7.0
Alphington,Address 321,1.0,t,2087054.0,SA,Jellis,1/01/2016,5.765029947162197,3102.0,5.0,2.0,0.0,491.3085686890456,50.068374071931856,2011.0,Port Phillip City Council,-37.87862884661557,144.689796097356,Southern Metropolitan,3509.0,15.0,41684.07779732545,3.0
Ascot Vale,Address 322,4.0,t,1737672.0,S,Marshall,1/01/2016,5.99974456938552,3095.0,2.0,2.0,2.0,164.83910895759095,219.96974220492572,1988.0,Moonee Valley City Council,-37.50730361660698,144.8826475421502,Western Metropolitan,9914.0,38.0,7899.595565199007,6.0
Albert Park,Address 323,4.0,u,2970377.0,PI,Biggin,1/01/2016,15.69570672712494,3123.0,3.0,2.0,2.0,519.8205409456531,339.0828788751677,1984.0,Port Phillip City Council,-37.75881105767373,145.34609828577095,Southern Metropolitan,4822.0,42.0,8760.032384570897,6.0
Altona,Address 324,5.0,h,2286413.0,SA,Marshall,1/01/2016,17.743325520174082,3182.0,5.0,2.0,3.0,665.2767753515325,314.95759710538056,1959.0,Port Phillip City Council,-37.54095288921388,144.88092336981398,Southern Metropolitan,5103.0,67.0,7259.431177445124,7.0
Ashburton,Address 325,2.0,h,1567461.0,SP,Nelson,1/01/2016,15.428730645666093,3077.0,3.0,1.0,1.0,111.24573275452498,159.47887588292247,1963.0,Moonee Valley City Council,-37.89545576973904,145.3897252112547,Northern Metropolitan,8677.0,63.0,9828.643394443747,3.0
Altona,Address 326,3.0,t,2565661.0,SA,Nelson,1/01/2016,5.522698337434031,3054.0,1.0,1.0,1.0,264.09507845284,315.7484305721296,1917.0,Port Phillip City Council,-37.74137706791453,144.50101836538153,Southern Metropolitan,1335.0,109.0,8125.649256121639,4.0
Albert Park,Address 327,1.0,u,567113.0,SA,Jellis,1/01/2016,10.664533526105268,3042.0,4.0,1.0,3.0,939.3184448253382,217.66409001049172,1906.0,Port Phillip City Council,-37.80428679311577,145.1966131304875,Western Metropolitan,8695.0,120.0,2605.450444180592,2.0
Abbotsford,Address 328,1.0,u,1261658.0,S,Biggin,1/01/2016,16.509801177735774,3002.0,5.0,2.0,1.0,646.0111029600073,120.72275382627684,1913.0,Moonee Valley City Council,-37.65360032738211,145.12823776838536,Western Metropolitan,2453.0,113.0,10450.871604665002,3.0
Abbotsford,Address 329,1.0,t,1943311.0,VB,Biggin,1/01/2016,13.839250314748115,3081.0,3.0,1.0,1.0,745.3034414859861,230.52887306838383,1925.0,Port Phillip City Council,-37.51708074565982,144.63234210061088,Northern Metropolitan,8271.0,101.0,8429.79438598799,2.0
Armadale,Address 330,2.0,h,2711528.0,PI,Marshall,1/01/2016,14.141345123888096,3004.0,5.0,3.0,1.0,142.71901731399592,94.48217418171134,1902.0,Port Phillip City Council,-37.83193180202636,144.67514748695427,Northern Metropolitan,3113.0,124.0,28698.831536042944,5.0
Airport West,Address 331,3.0,u,1337372.0,SP,Nelson,1/01/2016,16.522072258568333,3092.0,4.0,2.0,1.0,427.3826022323917,395.65256401722894,1992.0,Moonee Valley City Council,-37.71348127830014,145.02284052967877,Western Metropolitan,5966.0,34.0,3380.1676562413563,5.0
Ascot Vale,Address 332,4.0,h,2237750.0,S,Ray,1/01/2016,10.57257609739423,3005.0,1.0,3.0,0.0,409.6251949276858,376.76899214963584,1983.0,Moonee Valley City Council,-37.638889161043885,145.20023636732665,Northern Metropolitan,6495.0,43.0,5939.3157256191225,7.0
Ashburton,Address 333,5.0,t,1465273.0,S,Nelson,1/01/2016,19.380501997212317,3192.0,5.0,3.0,1.0,631.4499272336908,123.51810190250592,1936.0,Port Phillip City Council,-37.57152622849743,145.1291710678781,Northern Metropolitan,8543.0,90.0,11862.819922188852,8.0
Airport West,Address 334,3.0,t,2923439.0,S,Marshall,1/01/2016,18.7563523869416,3096.0,1.0,3.0,2.0,435.4828577839875,77.14990617369104,1963.0,Port Phillip City Council,-37.91970707850157,145.43227999224038,Southern Metropolitan,8034.0,63.0,37892.9689612108,6.0
Albert Park,Address 335,2.0,t,900402.0,S,Nelson,1/01/2016,6.095888866711659,3002.0,5.0,2.0,3.0,237.63936293086888,283.0052375251452,1991.0,Moonee Valley City Council,-37.64649379709247,145.27951140675088,Northern Metropolitan,7903.0,35.0,3181.573626954514,4.0
Ashburton,Address 336,4.0,u,2086908.0,SP,Nelson,1/01/2016,14.670799585984335,3060.0,3.0,2.0,0.0,133.38613918295465,139.25184324555406,1944.0,Moonee Valley City Council,-37.69505219363285,145.26012052376214,Southern Metropolitan,9847.0,82.0,14986.573616264353,6.0
Airport West,Address 337,1.0,t,2155002.0,SP,Nelson,1/01/2016,17.80724464823657,3035.0,4.0,1.0,0.0,815.9989570099413,219.6987740116817,1942.0,Yarra City Council,-37.781588740798014,144.96676655057573,Northern Metropolitan,9458.0,84.0,9808.8940627653,2.0
Ashwood,Address 338,4.0,t,570819.0,S,Marshall,1/01/2016,14.660770991984045,3092.0,1.0,2.0,1.0,505.8354595525814,260.9915074319384,1931.0,Moonee Valley City Council,-37.95070211153439,144.90833727370813,Northern Metropolitan,9802.0,95.0,2187.117142686563,6.0
Abbotsford,Address 339,4.0,t,2109635.0,VB,Nelson,1/01/2016,6.719456770142198,3006.0,5.0,3.0,0.0,724.4821107956163,150.50035095585343,1996.0,Moonee Valley City Council,-37.667488885262856,144.5225544779911,Northern Metropolitan,4794.0,30.0,14017.475617839744,7.0
Altona,Address 340,2.0,h,2954385.0,SP,Biggin,1/01/2016,6.440978756849479,3124.0,5.0,3.0,2.0,435.2979047260684,280.2845227143374,1927.0,Port Phillip City Council,-37.55902199459052,145.2100007232912,Southern Metropolitan,3004.0,99.0,10540.66407730645,5.0
Ashwood,Address 341,3.0,u,1708088.0,SA,Biggin,1/01/2016,15.621219992479622,3166.0,3.0,2.0,1.0,489.27644301247926,294.4713793223964,2002.0,Port Phillip City Council,-37.78422530296139,145.00709610994423,Northern Metropolitan,2951.0,24.0,5800.522970790762,5.0
Alphington,Address 342,1.0,h,2379015.0,SA,Biggin,1/01/2016,17.471187551798735,3107.0,5.0,2.0,3.0,511.3056040041668,247.9139356474453,1951.0,Moonee Valley City Council,-37.7024516808136,144.74789102231907,Northern Metropolitan,1886.0,75.0,9596.13260056168,3.0
Abbotsford,Address 343,5.0,h,2373596.0,S,Jellis,1/01/2016,16.12371569023668,3186.0,5.0,3.0,1.0,613.0707293463176,372.3974831769533,1963.0,Port Phillip City Council,-37.625594233280026,145.41479779718358,Southern Metropolitan,3203.0,63.0,6373.82395753768,8.0
Armadale,Address 344,4.0,t,1715664.0,SP,Jellis,1/01/2016,8.106845533761671,3012.0,1.0,1.0,2.0,824.3650922323654,388.3625227695649,1987.0,Port Phillip City Council,-37.62126788914016,144.64152565617405,Southern Metropolitan,8661.0,39.0,4417.686824580625,5.0
Altona North,Address 345,2.0,t,1360132.0,SA,Biggin,1/01/2016,17.93421396591095,3199.0,5.0,3.0,1.0,543.0299977702405,356.104982193274,1985.0,Moonee Valley City Council,-37.93940353577506,145.12525226316376,Western Metropolitan,3954.0,41.0,3819.469167836006,5.0
Altona North,Address 346,3.0,h,2498934.0,SP,Biggin,1/01/2016,14.443664678366831,3173.0,5.0,1.0,3.0,170.47413018454512,136.9029402923076,1927.0,Yarra City Council,-37.6559562907884,144.87805647799146,Northern Metropolitan,1865.0,99.0,18253.326003549773,4.0
Ashburton,Address 347,4.0,h,1644922.0,SP,Nelson,1/01/2016,17.533499560012167,3074.0,2.0,1.0,2.0,232.4353903261101,302.490345404383,2008.0,Port Phillip City Council,-37.883724717567326,145.1889033984444,Northern Metropolitan,1267.0,18.0,5437.932234832132,5.0
Albert Park,Address 348,5.0,u,1820770.0,PI,Biggin,1/01/2016,11.798198950252598,3094.0,1.0,2.0,1.0,544.8899365870752,228.2391406124356,1966.0,Yarra City Council,-37.86460566663484,144.64955895080928,Southern Metropolitan,5484.0,60.0,7977.4660696422,7.0
Albert Park,Address 349,5.0,h,883352.0,S,Nelson,1/01/2016,9.186760863563128,3119.0,4.0,2.0,0.0,634.715610929889,344.7515324757,2008.0,Yarra City Council,-37.83078163246157,144.5636567810329,Western Metropolitan,2839.0,18.0,2562.2859270749245,7.0
Ashburton,Address 350,2.0,h,2625857.0,SP,Marshall,1/01/2016,13.81470234582824,3073.0,5.0,3.0,2.0,867.6144452687818,364.06659531901374,1968.0,Port Phillip City Council,-37.98679037739705,145.16791243762597,Southern Metropolitan,9099.0,58.0,7212.573286761149,5.0
Altona,Address 351,3.0,h,2745149.0,VB,Biggin,1/01/2016,15.308633906971172,3156.0,4.0,2.0,2.0,720.533348927371,110.34776159247065,1985.0,Yarra City Council,-37.88820602077405,145.14335627049738,Southern Metropolitan,9593.0,41.0,24877.251340522973,5.0
Airport West,Address 352,4.0,u,1609029.0,S,Jellis,1/01/2016,10.91082849198824,3032.0,3.0,1.0,2.0,524.3919565374734,195.17072862145935,1940.0,Port Phillip City Council,-37.52061808796388,144.92610299795987,Western Metropolitan,8589.0,86.0,8244.212702206843,5.0
Ashburton,Address 353,2.0,u,1866012.0,VB,Ray,1/01/2016,2.35854182500767,3015.0,2.0,2.0,1.0,453.61308488216406,378.1081549132639,2016.0,Port Phillip City Council,-37.512552131088896,144.87207322346134,Southern Metropolitan,3240.0,10.0,4935.127623544787,4.0
Ashburton,Address 354,3.0,u,1275620.0,SP,Nelson,1/01/2016,12.965337328583194,3004.0,5.0,3.0,3.0,137.28562875422415,300.3709263378728,1953.0,Port Phillip City Council,-37.60857107594834,144.8685852943735,Southern Metropolitan,1728.0,73.0,4246.8158138751305,6.0
Alphington,Address 355,5.0,t,621848.0,SP,Biggin,1/01/2016,4.250654524150391,3160.0,1.0,1.0,0.0,698.5632564290559,233.5477167915281,1984.0,Port Phillip City Council,-37.88353918539137,144.58761705523494,Southern Metropolitan,2828.0,42.0,2662.6164817319996,6.0
Ashwood,Address 356,3.0,h,1682091.0,S,Nelson,1/01/2016,17.72743728906019,3128.0,2.0,3.0,1.0,847.8812883225987,360.3271139379105,1919.0,Port Phillip City Council,-37.5895019301583,145.1152417160322,Northern Metropolitan,8174.0,107.0,4668.233210698233,6.0
Altona,Address 357,2.0,h,641566.0,VB,Biggin,1/01/2016,2.775767854472309,3097.0,2.0,2.0,1.0,869.5582180792663,368.0292067152108,2009.0,Yarra City Council,-37.822628381313294,144.6740082296289,Southern Metropolitan,2623.0,17.0,1743.2475148540534,4.0
Alphington,Address 358,5.0,u,1461417.0,VB,Jellis,1/01/2016,18.766090408625477,3069.0,4.0,3.0,3.0,210.22101525232927,320.64064760452,1946.0,Port Phillip City Council,-37.61016919717475,144.86402608920926,Western Metropolitan,8753.0,80.0,4557.80329449222,8.0
Alphington,Address 359,2.0,t,586033.0,PI,Marshall,1/01/2016,13.00738208123917,3025.0,2.0,1.0,2.0,467.079414351421,356.8142385120881,1925.0,Port Phillip City Council,-37.5521225727618,145.3705920203322,Northern Metropolitan,5033.0,101.0,1642.4036284083054,3.0
Ashburton,Address 360,2.0,t,2923116.0,S,Ray,1/01/2016,19.66576011490978,3132.0,1.0,3.0,2.0,173.25266622774126,367.47868923394327,1931.0,Moonee Valley City Council,-37.54767275213634,145.06831285834343,Northern Metropolitan,2727.0,95.0,7954.518413281631,5.0
Airport West,Address 361,1.0,t,2557386.0,PI,Marshall,1/01/2016,8.15415739458578,3099.0,1.0,2.0,1.0,809.8883516935175,181.98553234089127,2016.0,Yarra City Council,-37.756219992373794,145.10825647512917,Western Metropolitan,9640.0,10.0,14052.688513774607,3.0
Ashwood,Address 362,4.0,h,2306678.0,S,Ray,1/01/2016,8.585292979939666,3113.0,4.0,3.0,0.0,946.2997426297096,269.43611676476587,1912.0,Yarra City Council,-37.82017176557522,144.57236023767177,Western Metropolitan,5588.0,114.0,8561.131401748453,7.0
Abbotsford,Address 363,3.0,h,1453530.0,S,Nelson,1/01/2016,15.724349875587752,3039.0,5.0,2.0,1.0,407.9174643471365,195.05210332922303,1964.0,Yarra City Council,-37.99106872713338,145.3637570464416,Western Metropolitan,3926.0,62.0,7452.008848869612,5.0
Ashburton,Address 364,3.0,t,2772927.0,SA,Ray,1/01/2016,7.967138723991424,3173.0,2.0,1.0,2.0,290.64842775290845,251.8892963709776,1915.0,Moonee Valley City Council,-37.99979579941338,145.34006098254224,Southern Metropolitan,8195.0,111.0,11008.514613165966,4.0
Albert Park,Address 365,3.0,u,733502.0,PI,Ray,1/01/2016,12.964572407802493,3094.0,4.0,2.0,1.0,904.6954118884024,131.0804475575958,1968.0,Yarra City Council,-37.80004724817194,145.353987654292,Northern Metropolitan,8441.0,58.0,5595.815498552555,5.0
Abbotsford,Address 366,5.0,t,2476287.0,PI,Ray,1/01/2016,3.570769858350329,3078.0,3.0,3.0,3.0,832.131160084304,181.65217779436543,1999.0,Moonee Valley City Council,-37.913532848682586,144.5701667717012,Northern Metropolitan,2296.0,27.0,13632.024840369464,8.0
Ashwood,Address 367,5.0,t,2394285.0,SA,Nelson,1/01/2016,5.178350554166012,3134.0,3.0,1.0,3.0,278.9097747185971,97.21880754264129,2003.0,Yarra City Council,-37.5338240648013,145.4496727462017,Southern Metropolitan,2453.0,23.0,24627.79641634505,6.0
Abbotsford,Address 368,4.0,h,806379.0,S,Nelson,1/01/2016,2.126083503840718,3155.0,4.0,1.0,0.0,906.1293992902164,113.21677918590798,1914.0,Port Phillip City Council,-37.64988104337981,144.74007735167606,Western Metropolitan,6586.0,112.0,7122.433669269842,5.0
Airport West,Address 369,3.0,u,1234518.0,SP,Marshall,1/01/2016,10.831889253158057,3095.0,2.0,1.0,0.0,814.207708069239,356.1496067939204,1969.0,Moonee Valley City Council,-37.87277860322266,144.94307566651682,Southern Metropolitan,1664.0,57.0,3466.290503907061,4.0
Albert Park,Address 370,3.0,u,1599940.0,SA,Marshall,1/01/2016,14.123748632935207,3064.0,3.0,1.0,2.0,927.8294865080752,136.93389310414443,1919.0,Port Phillip City Council,-37.53209576594045,145.32673443757494,Western Metropolitan,5110.0,107.0,11684.032080963134,4.0
Ascot Vale,Address 371,5.0,u,2615481.0,SP,Jellis,1/01/2016,3.564000000485266,3080.0,1.0,2.0,2.0,769.1932795615081,329.6650846219729,2018.0,Yarra City Council,-37.68600841908993,145.23995745323114,Southern Metropolitan,9440.0,8.0,7933.751925834588,7.0
Ascot Vale,Address 372,3.0,h,655590.0,S,Jellis,1/01/2016,6.047094567837325,3182.0,1.0,3.0,1.0,422.8145771919018,339.7572108104408,1926.0,Moonee Valley City Council,-37.98165973664725,144.8412167031958,Southern Metropolitan,2397.0,100.0,1929.583770823249,6.0
Ascot Vale,Address 373,3.0,t,2652763.0,SA,Biggin,1/01/2016,13.755089666944462,3042.0,5.0,3.0,2.0,167.1228123195317,337.93293901677293,1945.0,Port Phillip City Council,-37.612293208920384,144.72155201692362,Western Metropolitan,1224.0,81.0,7849.968717812184,6.0
Ascot Vale,Address 374,2.0,h,1411159.0,SP,Marshall,1/01/2016,18.0870975355725,3194.0,3.0,2.0,0.0,384.5398789821745,214.398197089693,1932.0,Yarra City Council,-37.65563195346324,145.0608873482381,Southern Metropolitan,9520.0,94.0,6581.953669179618,4.0
Ashburton,Address 375,1.0,t,1696055.0,PI,Jellis,1/01/2016,7.863214446414107,3158.0,3.0,3.0,3.0,696.6526198401832,195.9363820494952,1916.0,Yarra City Council,-37.92572337503168,144.65951079119804,Southern Metropolitan,2527.0,110.0,8656.15146232292,4.0
Airport West,Address 376,4.0,u,2507290.0,PI,Biggin,1/01/2016,13.204114548658932,3088.0,3.0,3.0,1.0,274.7886631030267,115.89570718071477,1949.0,Yarra City Council,-37.85343053799385,145.28565953595924,Western Metropolitan,7484.0,77.0,21634.01959393037,7.0
Alphington,Address 377,4.0,u,2813270.0,VB,Jellis,1/01/2016,12.412729733625548,3153.0,4.0,1.0,2.0,440.6514537494864,218.8601776782465,1949.0,Port Phillip City Council,-37.78264848956069,144.64576351354972,Southern Metropolitan,3450.0,77.0,12854.188595861786,5.0
Ashburton,Address 378,5.0,u,1248376.0,SP,Jellis,1/01/2016,18.673072300446957,3040.0,1.0,2.0,2.0,851.8544129956208,312.1052294446449,1974.0,Port Phillip City Council,-37.69048397520433,144.88411146152376,Southern Metropolitan,8929.0,52.0,3999.856081300978,7.0
Altona North,Address 379,4.0,t,2784398.0,SA,Jellis,1/01/2016,15.298271519676442,3154.0,4.0,3.0,1.0,266.93408747070566,102.63715011283908,1920.0,Port Phillip City Council,-37.69427804553857,145.4239501550211,Southern Metropolitan,1439.0,106.0,27128.559171204954,7.0
Alphington,Address 380,1.0,t,2371728.0,SP,Nelson,1/01/2016,4.427817107939507,3161.0,2.0,3.0,3.0,299.27868783077565,50.20282332898295,2008.0,Port Phillip City Council,-37.90612030360518,144.57702908378803,Southern Metropolitan,6628.0,18.0,47242.92067117191,4.0
Abbotsford,Address 381,3.0,h,2893253.0,PI,Nelson,1/01/2016,18.648587841171647,3061.0,1.0,2.0,3.0,197.65047668282875,239.8896986467352,1981.0,Port Phillip City Council,-37.72040502670711,145.14355478494014,Western Metropolitan,5840.0,45.0,12060.76382738153,5.0
Armadale,Address 382,2.0,t,548668.0,VB,Ray,1/01/2016,17.196533161241312,3033.0,4.0,1.0,2.0,666.1862331480095,152.26431823322926,1940.0,Yarra City Council,-37.886656221764326,144.93441489439027,Western Metropolitan,2183.0,86.0,3603.3918278843475,3.0
Ashwood,Address 383,2.0,u,1569549.0,S,Jellis,1/01/2016,17.692942421505535,3021.0,3.0,3.0,1.0,115.89590805936102,174.48324808178353,2010.0,Yarra City Council,-37.89029613896654,145.438523231446,Southern Metropolitan,8165.0,16.0,8995.413698765646,5.0
Airport West,Address 384,5.0,h,2248858.0,SA,Marshall,1/01/2016,11.335129351240193,3071.0,1.0,2.0,3.0,692.7995831000852,98.7731943231411,1963.0,Yarra City Council,-37.97564907897618,145.46049211126513,Western Metropolitan,6208.0,63.0,22767.89786349074,7.0
Altona North,Address 385,2.0,t,1408177.0,VB,Biggin,1/01/2016,6.078164992103629,3053.0,5.0,3.0,1.0,592.7117545069261,75.202334765087,1988.0,Port Phillip City Council,-37.51866775763282,145.4040246183775,Western Metropolitan,4848.0,38.0,18725.17661052396,5.0
Ascot Vale,Address 386,2.0,h,1832938.0,S,Biggin,1/01/2016,9.194658528192468,3083.0,4.0,3.0,3.0,851.6300257158143,150.92911985864836,1932.0,Yarra City Council,-37.98568321316037,145.47180311954233,Northern Metropolitan,5661.0,94.0,12144.362875213383,5.0
Ashwood,Address 387,3.0,u,2255165.0,PI,Marshall,1/01/2016,12.743594998688277,3073.0,2.0,1.0,3.0,674.5787671579089,344.3706897825624,1974.0,Port Phillip City Council,-37.76255922473657,145.009171101115,Northern Metropolitan,7920.0,52.0,6548.655466073271,4.0
Albert Park,Address 388,2.0,u,955504.0,VB,Nelson,1/01/2016,17.959995532433517,3135.0,5.0,2.0,0.0,266.6482662014224,209.32114688807093,2007.0,Moonee Valley City Council,-37.71101512662061,145.32993718496894,Northern Metropolitan,7210.0,19.0,4564.775294829295,4.0
Altona North,Address 389,1.0,u,2678264.0,SA,Nelson,1/01/2016,11.537763830535232,3110.0,5.0,3.0,2.0,269.0022506882493,304.7071351019955,1992.0,Yarra City Council,-37.87958312603036,144.997868628728,Northern Metropolitan,8969.0,34.0,8789.633360910622,4.0
Albert Park,Address 390,1.0,h,2932291.0,SP,Jellis,1/01/2016,11.723929760080308,3013.0,1.0,2.0,2.0,784.1019987851472,140.90247531393368,1987.0,Moonee Valley City Council,-37.56102716642817,145.40331907097377,Western Metropolitan,8637.0,39.0,20810.784150291143,3.0
